City,StateProvinceName,CountryRegionName,PostalCode,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AgeInYears,BikeBuyer,AvgMonthSpend
Hervey Bay,Queensland,Australia,4655,Bachelors,Skilled Manual,F,S,0,1,0,0,53901,26,0,50.18
Metchosin,British Columbia,Canada,V9,Bachelors,Manual,F,M,1,0,1,2,29678,53,0,45.34
Peterborough,England,United Kingdom,PB12,Bachelors,Management,F,M,1,2,0,2,110303,27,1,51.4
Milton Keynes,England,United Kingdom,MK8 8ZD,Graduate Degree,Clerical,F,M,1,3,1,1,81663,27,1,54.21
Santa Monica,California,United States,90401,Partial College,Manual,M,S,0,1,0,0,26109,20,0,46.32
Cliffside,British Columbia,Canada,V8Y 1L1,Bachelors,Clerical,M,M,1,2,0,1,77558,31,0,50.72
Portland,Oregon,United States,97205,Partial College,Skilled Manual,F,S,0,2,0,0,62072,36,1,51.21
London,England,United Kingdom,W1Y 3RA,Bachelors,Clerical,M,M,1,1,0,1,84524,33,0,56.37
Paris,Seine (Paris),France,75010,Graduate Degree,Clerical,F,M,1,1,1,2,81322,35,1,52.08
Hof,Bayern,Germany,95010,High School,Skilled Manual,F,S,0,1,0,0,51406,33,0,48.39
Torrance,California,United States,90505,Graduate Degree,Professional,M,M,1,3,1,2,135905,35,1,63.33
London,England,United Kingdom,SE1 8HL,Partial High School,Manual,M,S,0,1,0,0,31308,30,0,47.64
Bendigo,Victoria,Australia,3550,High School,Skilled Manual,F,S,1,2,0,0,56780,42,1,48.42
Geelong,Victoria,Australia,3220,High School,Clerical,M,M,1,3,0,1,87335,25,1,50.86
Seaford,Victoria,Australia,3198,Bachelors,Clerical,M,M,1,1,1,1,80721,33,1,53.07
Burbank,California,United States,91502,Partial College,Clerical,M,M,1,1,0,1,85235,35,0,55.8
Burbank,California,United States,91502,Partial College,Clerical,M,S,0,3,0,0,78875,23,1,52.69
Los Angeles,California,United States,90012,Bachelors,Manual,F,M,0,1,1,2,30474,29,1,48.99
London,England,United Kingdom,W1Y 3RA,Partial High School,Manual,M,S,0,1,0,0,36648,25,0,49.96
Lakewood,California,United States,90712,High School,Skilled Manual,M,S,1,1,0,0,61412,47,0,62.07
Burbank,California,United States,91502,Bachelors,Manual,F,M,0,1,0,1,31689,29,0,46.05
Victoria,British Columbia,Canada,V8V,Bachelors,Clerical,F,M,1,3,1,2,78178,38,1,50.75
Burbank,California,United States,91502,Partial College,Skilled Manual,F,S,0,2,0,0,61480,22,1,51.9
Oakland,California,United States,94611,Partial College,Clerical,F,S,1,2,0,0,81858,40,1,50.47
Everett,Washington,United States,98201,Graduate Degree,Clerical,M,S,0,1,0,0,86191,25,0,54.02
Redwood City,California,United States,94063,Partial High School,Manual,M,M,1,1,0,2,30199,43,0,45.52
Caloundra,Queensland,Australia,4551,Bachelors,Skilled Manual,M,S,0,2,0,0,51648,33,1,58.82
Long Beach,California,United States,90802,High School,Clerical,F,M,1,1,1,2,78916,45,1,50.7
Lincoln Acres,California,United States,91950,High School,Clerical,F,S,1,3,0,0,85277,41,1,52.45
Orly,Val de Marne,France,94310,Partial College,Management,M,M,1,2,1,2,110828,32,1,57.34
Corvallis,Oregon,United States,97330,Bachelors,Management,M,M,1,3,2,2,104047,32,1,61.2
Eilenburg,Brandenburg,Germany,4838,Bachelors,Manual,F,S,0,0,0,0,25829,29,0,49.23
Burien,Washington,United States,98168,High School,Skilled Manual,M,M,1,0,1,1,56254,41,1,58.06
Cheltenham,England,United Kingdom,GL50,Graduate Degree,Professional,F,S,1,2,0,0,127579,28,1,56.05
Kirkby,England,United Kingdom,KB9,Partial College,Manual,M,S,0,1,0,0,26502,43,0,48.68
Paris,Seine (Paris),France,75007,Partial High School,Manual,F,S,0,0,0,0,35874,34,0,50.12
Bremerton,Washington,United States,98312,Partial College,Clerical,F,M,1,2,0,1,83995,35,1,49.82
Bendigo,Victoria,Australia,3550,Graduate Degree,Management,F,S,1,2,0,1,102567,58,0,51.47
Redmond,Washington,United States,98052,High School,Clerical,M,S,1,1,0,0,78786,38,1,53.31
Geelong,Victoria,Australia,3220,High School,Skilled Manual,M,M,0,2,1,2,60802,26,1,49.08
Bracknell,England,United Kingdom,RG12 8TB,Graduate Degree,Professional,M,S,1,0,0,0,129799,27,1,53.07
Villeneuve-d'Ascq,Nord,France,59491,High School,Skilled Manual,F,S,0,1,0,0,54977,33,0,50.52
Walla Walla,Washington,United States,99362,Bachelors,Manual,M,M,0,1,0,1,26766,27,0,45.09
Westminster,British Columbia,Canada,V3L 1H4,High School,Skilled Manual,F,S,0,1,0,0,60478,20,0,51.34
Newton,British Columbia,Canada,V2L3W8,Partial College,Clerical,F,S,0,2,0,0,80349,29,0,53.23
Chula Vista,California,United States,91910,High School,Clerical,M,S,0,2,0,0,80140,17,1,52.64
Paris,Seine (Paris),France,75007,Partial High School,Manual,F,S,0,1,0,0,27313,23,0,47.67
Roncq,Nord,France,59223,Partial College,Clerical,F,M,1,2,0,1,84831,39,1,50.32
Bendigo,Victoria,Australia,3550,High School,Clerical,M,M,1,0,1,2,84686,24,1,51.44
Stuttgart,Saarland,Germany,70452,Partial College,Skilled Manual,M,S,0,1,0,0,57601,36,1,56.09
Shawnee,British Columbia,Canada,V9B 2C3,Graduate Degree,Management,F,M,1,1,0,1,112223,27,0,51.61
Lincoln Acres,California,United States,91950,Bachelors,Professional,F,S,1,2,0,0,132517,31,1,55.86
Findon,South Australia,Australia,5023,Graduate Degree,Professional,F,S,1,1,0,0,128837,27,0,53.86
Offenbach,Saarland,Germany,63009,Bachelors,Skilled Manual,F,M,1,1,1,2,61751,50,1,50.45
Chula Vista,California,United States,91910,Bachelors,Skilled Manual,F,M,1,1,0,2,54474,35,1,47.91
Lieusaint,Seine et Marne,France,77127,Bachelors,Management,F,M,1,3,2,2,103088,43,1,53.04
Bremerton,Washington,United States,98312,Bachelors,Manual,M,S,0,1,0,0,32095,30,0,53.19
York,England,United Kingdom,YO15,Graduate Degree,Professional,F,M,1,2,0,0,130789,26,0,52.41
Mill Valley,California,United States,94941,Partial College,Skilled Manual,M,M,1,1,1,2,55379,39,1,56.98
Frankfurt am Main,Saarland,Germany,60061,Graduate Degree,Professional,F,M,1,2,0,2,130169,36,1,52.51
Solingen,Nordrhein-Westfalen,Germany,42651,Partial High School,Manual,M,M,0,0,0,2,30459,24,0,45.13
Sunbury,Victoria,Australia,3429,Bachelors,Management,F,M,1,1,0,2,110236,29,0,50.86
Puyallup,Washington,United States,98371,Partial College,Clerical,M,M,1,3,1,2,79214,38,1,59.69
Geelong,Victoria,Australia,3220,Partial College,Manual,F,M,0,1,0,0,25589,17,0,44.1
Los Angeles,California,United States,90012,Partial College,Clerical,F,S,0,1,0,0,79810,23,0,53.98
Shawnee,British Columbia,Canada,V9B 5T2,Bachelors,Management,F,S,1,1,0,1,112264,52,0,52.25
London,England,United Kingdom,E17 6JF,Bachelors,Management,F,M,1,2,2,2,103372,30,1,54.67
Woodland Hills,California,United States,91364,Bachelors,Skilled Manual,M,S,1,2,0,1,59692,50,0,48.32
Darmstadt,Hessen,Germany,64283,Bachelors,Management,F,S,1,2,1,1,104280,50,1,53.62
London,England,United Kingdom,W10 6BL,Bachelors,Management,M,M,1,2,0,0,112038,32,1,59.44
Seaford,Victoria,Australia,3198,High School,Skilled Manual,M,M,1,2,0,2,55470,52,0,48.6
Torrance,California,United States,90505,Partial College,Clerical,F,S,0,0,0,0,81321,16,1,51.96
West Covina,California,United States,91791,Partial College,Clerical,F,S,0,1,0,0,82847,21,0,54.4
Beverly Hills,California,United States,90210,High School,Skilled Manual,F,S,0,1,0,0,55651,21,0,51.76
Berlin,Saarland,Germany,12171,High School,Skilled Manual,M,S,0,0,0,0,60915,32,1,60.42
Fremont,California,United States,94536,Bachelors,Clerical,F,M,1,1,0,2,84349,48,0,49.9
Burlingame,California,United States,94010,Graduate Degree,Management,F,M,1,1,1,2,108537,62,1,54.63
Spokane,Washington,United States,99202,Bachelors,Clerical,M,M,1,1,0,2,77139,55,1,49.98
Oxford,England,United Kingdom,OX1,Partial College,Skilled Manual,M,M,1,2,1,2,59810,43,1,58.42
Torrance,California,United States,90505,Graduate Degree,Clerical,F,M,1,0,1,1,80683,31,1,51.98
Milsons Point,New South Wales,Australia,2061,High School,Clerical,F,M,1,3,2,2,83572,49,1,53.13
Cranbourne,Victoria,Australia,3977,Partial College,Management,M,S,0,3,0,0,107707,17,0,52.86
Port Orchard,Washington,United States,98366,Graduate Degree,Skilled Manual,F,M,1,1,0,2,53787,31,0,47.56
Cloverdale,South Australia,Australia,6105,High School,Skilled Manual,M,M,1,2,1,2,55132,45,1,60.11
Cloverdale,South Australia,Australia,6105,Bachelors,Management,F,S,1,2,0,0,105928,33,0,51.4
Paderborn,Hamburg,Germany,33041,High School,Skilled Manual,M,M,1,2,0,1,59228,40,0,55.32
Sunbury,Victoria,Australia,3429,Partial High School,Skilled Manual,M,M,0,1,1,1,52390,25,0,48.52
Bonn,Nordrhein-Westfalen,Germany,53131,High School,Skilled Manual,M,S,0,0,0,0,54135,17,0,51.36
Beaverton,Oregon,United States,97005,Partial College,Skilled Manual,F,S,1,0,0,0,50933,46,1,47.68
Saarlouis,Saarland,Germany,66740,Bachelors,Management,F,M,1,2,0,2,106590,53,0,51.28
Newton,British Columbia,Canada,V2M1P1,Bachelors,Management,M,S,1,1,0,0,106218,29,0,52.88
Saint Ouen,Charente-Maritime,France,17490,Graduate Degree,Management,F,M,1,1,1,2,106224,28,1,52.66
Brisbane,Queensland,Australia,4000,Partial High School,Skilled Manual,M,M,0,2,0,0,62092,23,0,49.31
Brisbane,Queensland,Australia,4000,Bachelors,Skilled Manual,M,S,0,0,0,0,59809,32,1,59.1
West Covina,California,United States,91791,Bachelors,Professional,M,M,1,1,1,2,128449,36,1,64.43
Sooke,British Columbia,Canada,V0,Bachelors,Skilled Manual,F,M,1,1,1,1,53437,37,1,48.49
Versailles,Yveline,France,78000,Bachelors,Management,M,S,0,1,0,0,105049,26,1,53.68
London,England,United Kingdom,SW1P 2NU,High School,Clerical,F,M,1,2,1,2,79968,48,1,52.34
Metchosin,British Columbia,Canada,V9,Bachelors,Professional,F,M,1,2,2,2,131189,55,1,56.2
Melbourne,Victoria,Australia,3000,Bachelors,Manual,F,S,0,0,0,0,33219,31,0,47.23
Birmingham,England,United Kingdom,B29 6SL,Partial College,Manual,M,S,0,1,0,0,32057,26,1,48.98
Sooke,British Columbia,Canada,V0,Graduate Degree,Clerical,F,S,0,1,0,0,82923,26,0,51.8
Warrnambool,Victoria,Australia,3280,High School,Clerical,M,M,1,2,1,2,77050,52,1,52.37
Metchosin,British Columbia,Canada,V9,Graduate Degree,Manual,M,M,0,0,0,0,35218,24,0,46.52
Sydney,New South Wales,Australia,1002,Partial College,Skilled Manual,M,S,1,2,0,0,52793,43,1,55.75
Spring Valley,California,United States,91977,Graduate Degree,Skilled Manual,F,M,0,1,0,0,53324,23,0,47.6
Newcastle upon Tyne,England,United Kingdom,NT20,Partial High School,Manual,F,S,0,0,0,0,27563,23,0,46.78
Woodburn,Oregon,United States,97071,Partial College,Management,M,M,1,3,2,2,112670,47,1,58.85
Newton,British Columbia,Canada,V2M1N7,High School,Clerical,M,S,1,1,0,0,80610,43,1,51.72
National City,California,United States,91950,High School,Manual,M,S,0,1,0,0,27906,36,0,47.54
Colma,California,United States,94014,Bachelors,Management,M,M,1,3,0,2,113429,49,1,51.95
Rhodes,New South Wales,Australia,2138,Partial High School,Manual,F,S,0,1,0,0,36157,42,0,49.28
Matraville,New South Wales,Australia,2036,Partial College,Clerical,F,S,1,2,0,0,76341,36,1,50.07
Tremblay-en-France,Seine Saint Denis,France,93290,High School,Skilled Manual,M,M,1,2,1,2,57393,43,1,53.03
Werne,Nordrhein-Westfalen,Germany,59368,Partial High School,Skilled Manual,F,S,0,0,0,0,61872,25,0,49.25
Hobart,Tasmania,Australia,7001,Bachelors,Clerical,F,S,0,1,0,0,84049,33,0,49.67
Warrington,England,United Kingdom,WA1,Partial College,Clerical,M,S,1,3,0,0,87933,44,1,62.89
Saint Germain en Laye,Yveline,France,78100,Bachelors,Skilled Manual,F,M,1,1,0,2,56715,74,1,47.66
London,England,United Kingdom,SW1P 2NU,Bachelors,Clerical,F,M,1,1,0,1,83531,33,1,50.76
Newton,British Columbia,Canada,V2M1P1,Partial High School,Skilled Manual,M,S,0,1,0,0,51111,18,0,49.01
Darmstadt,Hessen,Germany,64283,Partial High School,Skilled Manual,M,S,0,1,0,0,61076,16,1,52.38
Concord,California,United States,94519,Bachelors,Skilled Manual,F,M,1,0,1,2,59748,50,1,48.68
Paris,Seine (Paris),France,75007,Partial College,Skilled Manual,F,S,0,1,0,0,61720,21,0,51.63
Münster,Saarland,Germany,48001,Bachelors,Clerical,M,M,1,1,1,2,83761,30,1,59.7
Metz,Moselle,France,57000,Partial High School,Skilled Manual,M,S,0,2,0,0,52704,22,0,49.34
Hamburg,Hamburg,Germany,20354,Bachelors,Manual,F,M,0,0,1,2,28602,33,0,46.09
Melton,Victoria,Australia,3337,Bachelors,Manual,M,M,0,1,0,0,26546,16,0,44.95
Cloverdale,South Australia,Australia,6105,Bachelors,Skilled Manual,F,M,1,0,1,1,55768,33,1,51.03
Sedro Woolley,Washington,United States,98284,Bachelors,Skilled Manual,F,M,1,1,1,2,58818,54,1,52.66
Lille,Nord,France,59000,Partial College,Skilled Manual,F,S,0,0,0,0,57424,19,1,48.47
Frankfurt,Bayern,Germany,91480,Partial College,Manual,F,S,0,1,0,0,28695,20,0,49.47
Marysville,Washington,United States,98270,Bachelors,Management,F,M,1,3,0,2,104686,39,0,50.89
San Gabriel,California,United States,91776,Partial College,Skilled Manual,M,M,1,1,1,2,58361,41,1,56.32
Melton,Victoria,Australia,3337,Graduate Degree,Clerical,M,M,1,1,1,1,79667,27,1,49.59
Malabar,New South Wales,Australia,2036,Partial College,Clerical,M,M,1,3,1,2,78711,43,1,54.86
Lane Cove,New South Wales,Australia,1597,Partial High School,Skilled Manual,M,S,0,2,0,0,55783,26,1,51.7
Bobigny,Seine Saint Denis,France,93000,High School,Skilled Manual,F,M,1,1,1,2,58360,52,1,49.08
Concord,California,United States,94519,Bachelors,Clerical,M,S,0,2,0,0,81459,31,0,63.49
Seattle,Washington,United States,98104,Graduate Degree,Management,M,S,1,1,0,0,108175,29,1,54.41
Berks,England,United Kingdom,SL4 1RH,Partial High School,Manual,M,S,0,0,0,0,34278,24,0,49.54
Beaverton,Oregon,United States,97005,Partial College,Manual,M,M,1,1,1,2,36453,39,1,56.82
Offenbach,Saarland,Germany,63009,Bachelors,Skilled Manual,F,S,0,1,0,0,53621,37,0,53.02
Berlin,Saarland,Germany,14197,Partial College,Clerical,M,S,0,0,0,0,86649,32,1,55.34
Lane Cove,New South Wales,Australia,1597,Bachelors,Professional,F,S,1,3,0,0,135697,28,1,55.92
Los Angeles,California,United States,90012,Bachelors,Clerical,M,M,1,3,1,2,85360,50,1,50.94
Metchosin,British Columbia,Canada,V9,Bachelors,Clerical,F,S,1,2,1,1,80172,57,1,54.57
Metz,Moselle,France,57000,Graduate Degree,Skilled Manual,M,M,1,0,0,2,61068,60,1,48.19
Berkeley,California,United States,94704,Graduate Degree,Skilled Manual,M,M,0,1,2,2,56409,26,1,48.03
Erlangen,Bayern,Germany,91054,Partial College,Management,M,M,1,3,0,2,103546,55,0,51.46
Cliffside,British Columbia,Canada,V8Y 1L1,Partial College,Management,M,S,1,3,0,0,104952,29,1,52.39
National City,California,United States,91950,Partial College,Clerical,F,M,0,0,0,0,86396,21,1,49.64
Lieusaint,Seine et Marne,France,77127,Partial College,Clerical,F,S,1,1,0,1,80986,55,0,53.64
Kirkland,Washington,United States,98033,Bachelors,Manual,M,M,0,1,1,2,33496,27,0,46.4
Paris,Seine (Paris),France,75013,Graduate Degree,Skilled Manual,M,M,1,0,1,2,56416,34,1,50.27
Pantin,Seine Saint Denis,France,93500,Partial College,Skilled Manual,M,S,1,1,1,1,55486,51,1,52.95
Oak Bay,British Columbia,Canada,V8P,Partial College,Skilled Manual,F,M,0,0,0,1,54922,24,0,47.88
Paderborn,Hamburg,Germany,33041,Bachelors,Clerical,M,M,1,3,1,2,84108,38,1,58.17
Portland,Oregon,United States,97205,Bachelors,Manual,M,S,0,1,0,0,31008,33,1,49.71
Bremerton,Washington,United States,98312,Partial College,Clerical,M,M,1,1,2,2,82265,40,1,61.55
Victoria,British Columbia,Canada,V8V,Partial College,Manual,M,M,1,0,0,2,27811,35,0,48.94
Beverly Hills,California,United States,90210,Partial High School,Skilled Manual,F,S,1,0,0,0,51996,41,0,49.22
Findon,South Australia,Australia,5023,Bachelors,Management,M,M,1,1,2,2,109005,26,1,53.29
North Ryde,New South Wales,Australia,2113,Bachelors,Skilled Manual,F,S,0,1,0,0,57281,33,0,52.49
Torrance,California,United States,90505,Graduate Degree,Professional,F,S,1,2,0,0,129659,28,1,54.81
Lebanon,Oregon,United States,97355,Graduate Degree,Professional,M,M,1,1,0,1,138225,27,1,52.12
München,Saarland,Germany,48001,High School,Clerical,F,S,1,2,0,0,85033,47,1,50.79
Seaford,Victoria,Australia,3198,Partial College,Management,M,S,0,0,0,0,107411,23,1,52.69
Chula Vista,California,United States,91910,Bachelors,Clerical,F,S,1,1,0,1,77963,50,0,53.24
Glendale,California,United States,91203,Bachelors,Skilled Manual,F,S,1,2,1,1,52450,50,1,52.68
Oak Bay,British Columbia,Canada,V8P,Graduate Degree,Professional,F,M,1,3,1,2,137914,59,1,51.86
Burbank,California,United States,91502,Partial College,Clerical,M,M,1,1,0,2,77458,36,0,56.32
Cheltenham,England,United Kingdom,GL50,High School,Manual,M,S,0,1,0,0,32194,27,1,46.07
Courbevoie,Hauts de Seine,France,92400,Partial College,Clerical,M,S,1,2,1,1,83799,55,1,52.36
Concord,California,United States,94519,Graduate Degree,Management,M,M,1,2,0,3,105998,61,0,50.76
Tremblay-en-France,Seine Saint Denis,France,93290,Bachelors,Management,M,S,1,1,0,0,107093,38,0,55.2
Berks,England,United Kingdom,SL4 1RH,Partial College,Clerical,F,S,1,2,0,0,83647,39,0,51.31
Neunkirchen,Saarland,Germany,66578,Partial College,Management,F,S,1,2,0,0,111322,40,1,51.14
Darlinghurst,New South Wales,Australia,2010,High School,Manual,M,S,0,0,0,0,31731,24,1,45.65
Palo Alto,California,United States,94303,Partial College,Manual,F,M,1,0,0,2,30733,46,1,46.03
Grevenbroich,Bayern,Germany,41485,Partial College,Clerical,F,M,1,2,1,2,80413,29,1,51.82
Berkeley,California,United States,94704,Partial College,Clerical,F,M,1,1,1,2,86570,44,1,49.89
Frankfurt am Main,Saarland,Germany,60061,Bachelors,Professional,M,M,1,3,1,2,135678,33,1,57.76
Berlin,Saarland,Germany,14197,Partial College,Clerical,M,S,0,3,0,0,87057,32,1,52.95
Warrington,England,United Kingdom,WA1,Partial College,Skilled Manual,F,S,0,1,0,0,51839,27,0,52.46
London,England,United Kingdom,SW8 4BG,Bachelors,Clerical,F,M,1,0,1,2,82047,35,1,51.93
Bremerton,Washington,United States,98312,Graduate Degree,Skilled Manual,M,M,1,0,1,2,57556,61,1,50.46
Tacoma,Washington,United States,98403,High School,Skilled Manual,F,S,0,1,0,0,58944,17,0,51.6
Long Beach,California,United States,90802,Graduate Degree,Manual,M,M,0,0,1,1,32794,31,1,49.43
Lemon Grove,California,United States,91945,Graduate Degree,Management,M,M,1,2,0,0,111677,23,1,51.48
Bellflower,California,United States,90706,Partial High School,Manual,F,S,0,1,0,0,33778,19,0,46.19
Port Orchard,Washington,United States,98366,Graduate Degree,Skilled Manual,M,S,1,2,1,1,56854,63,1,52.28
Lakewood,California,United States,90712,Partial College,Management,M,M,1,3,2,2,107922,45,1,63.31
Geelong,Victoria,Australia,3220,Bachelors,Management,M,S,0,2,0,0,105893,22,1,54.96
Lake Oswego,Oregon,United States,97034,Graduate Degree,Skilled Manual,M,M,1,2,1,2,52721,44,1,59.65
Santa Cruz,California,United States,95062,Partial High School,Manual,F,S,0,1,0,0,36185,20,0,49.79
Burien,Washington,United States,98168,Graduate Degree,Skilled Manual,M,S,0,0,0,0,55464,24,1,49.1
Roncq,Nord,France,59223,Graduate Degree,Professional,M,M,1,2,1,2,133063,34,1,63.46
Coffs Harbour,New South Wales,Australia,2450,Bachelors,Skilled Manual,M,M,1,2,1,1,56089,34,1,53.99
Paris La Defense,Hauts de Seine,France,92081,Partial College,Clerical,F,S,0,0,0,0,81814,19,1,51.38
Seattle,Washington,United States,98104,Partial College,Clerical,F,S,0,2,0,0,76906,29,1,53.41
Corvallis,Oregon,United States,97330,Bachelors,Clerical,F,S,1,1,0,0,77411,38,0,52.59
Berlin,Hessen,Germany,14111,High School,Manual,M,S,0,1,0,0,33870,43,1,54.97
Bellingham,Washington,United States,98225,Partial College,Skilled Manual,F,M,1,0,0,2,56173,35,0,48.51
Woodland Hills,California,United States,91364,Graduate Degree,Professional,M,S,1,1,0,0,137418,32,1,55.26
Burbank,California,United States,91502,Partial College,Clerical,M,M,1,3,0,2,87465,46,0,50.25
W. Linn,Oregon,United States,97068,Partial College,Manual,F,M,1,0,0,1,25748,35,0,44.67
Burbank,California,United States,91502,Graduate Degree,Skilled Manual,M,M,0,2,1,1,54509,25,1,52.44
Sedro Woolley,Washington,United States,98284,Partial College,Clerical,M,S,0,1,0,0,82385,22,0,50.61
Hobart,Tasmania,Australia,7001,Bachelors,Manual,M,M,1,0,1,2,26415,34,0,52.2
Santa Cruz,California,United States,95062,Bachelors,Clerical,M,S,1,2,0,0,80381,34,1,58.55
Redmond,Washington,United States,98052,Partial College,Clerical,M,M,1,3,0,1,78735,35,1,59
Caloundra,Queensland,Australia,4551,Partial College,Management,F,M,1,2,0,2,111331,34,0,51.05
Hannover,Nordrhein-Westfalen,Germany,30601,Bachelors,Management,F,S,0,3,0,0,107552,27,1,51.89
W. York,England,United Kingdom,BD1 4SJ,Partial College,Management,F,M,1,0,1,2,109345,34,1,51.24
Rockhampton,Queensland,Australia,4700,Partial High School,Skilled Manual,F,M,0,0,0,0,50942,23,1,47.88
Ballard,Washington,United States,98107,High School,Clerical,M,S,1,3,0,0,77365,41,1,58.4
Darmstadt,Hessen,Germany,64283,Partial College,Manual,F,S,0,1,0,0,34860,33,0,49.66
